Job_Number,Name_of_Work,Contractor,BR_Number,Gross,Nett,Deduction,Category
040-21-000004,Comprehensive Developments works in Karihobanahalli and Surrounding areas in Ward No 40,PRAKASH M,45.0,19582045.0,17627179.0,1954866.0,
130-21-000006,Comprehensive Developments works in Maruthi Nagara and Surrounding areas in ward no 130,Y H AVINASH MASTI,306.0,19590304.0,17653667.0,1936637.0,
130-21-000005,Comprehensive Developments works in Ullalu ward and Surrounding areas in ward no 130,Sri.Y.H.Avinash Masthi,278.0,48684374.0,43871786.0,4812588.0,
072-20-000025,Comprehensive and Development works at Maruthinagar and Nagaraholenagar and surrounding areas in ward no 72 ,NANDI CONSTRUCTION,1.0,102381893.0,93284530.0,9097363.0,
072-20-000026,"Comprehensive and Development works at Raghavendra Layout, Pragathi layout and surrounding areas in ward no 72 ",NANDI CONSTRUCTION,335.0,102355312.0,90809247.0,11546065.0,
029-20-000076,"Comprehensive development of HRBR Layout, 3rd Block in Ward No. 29 Kacharakanahalli .",NANDAKUMAR G M,114,5468339.0,5144118.0,324221.0,
163-20-000030,Comprehensive development to 4th main 9th main and surrounding areas in ward no 163 Kathrguppe,B.K Mahesh Reddy (Vrushb Infrastructures),61.0,9724960.0,8923430.0,801530.0,
153-19-000021,Comprehensive development to Rammandir ground at Jayanagara 1st block in ward no 153 Jayanagara,AWIKA CONSTRUCTIONS,3.0,8544819.0,8153055.0,391764.0,
153-19-000021,Comprehensive development to Rammandir ground at Jayanagara 1st block in ward no 153 Jayanagara,AWIKA CONSTRUCTIONS,16.0,1033543.0,992227.0,41316.0,
198-19-000059,Comprehensive development works at BHEL Layout. Kenchenahalli .Nandadeepa layout. Mookambika layout. Jyothi layout. Thalaghattapura. Ganigarapalya Krishnamurthy layout and surrounding area in ward No.198 (package-3),PBKARIGOWDA6364883115,BR - 000228 / 02-Dec-2020CBR - / Rtgs - 000364 / 21-Feb-2022,43523592.0,41396388.0,2127204.0,
198-19-000064,Comprehensive development works at Raguvanahalli. Balaji layout. Vajarahalli Ganigarapalya Chikkegowdanapalya and surrounding area in ward No.198 (package-4),PBKARIGOWDA6364883115,BR - 000229 / 02-Dec-2020CBR - / Rtgs - 000364 / 21-Feb-2022,33676175.0,32030815.0,1645360.0,
125-19-000030,Comprehensive development works in Marenahalli ward no 125,"Sri. R. Ranganath, ",87,7596329.0,6978944.0,617385.0,
125-19-000030,Comprehensive development works in Marenahalli ward no 125,"Sri. R. Ranganath, ",31,7265150.0,6226518.0,1038632.0,
072-19-000055,Comprehensive development works in ward no 72,PANDURANGA E,325.0,13935429.0,12384369.0,1551060.0,
137-19-000022,Comprehensive development works sirsi circle premises in ward no 137,"Executive Engineer, KRIDL (West)",66.0,1999351.0,1821129.0,178222.0,
105-20-000005,Comprehensive development works to KalappaCompound and Surrounding Area in Agarahara dasarahalli Ward No 105,ESHWARAIAH B        ,32.0,1337570.0,1229273.0,108297.0,
105-20-000005,Comprehensive development works to KalappaCompound and Surrounding Area in Agarahara dasarahalli Ward No 105,ESHWARAIAH B        ,65.0,3706578.0,3473455.0,233123.0,
126-20-000026,Comprehensive developmental works in Canarabank colony in ward no 126 Maruthi Mandira,KRIDL BHUSIRI  ACCOU,14.0,10422818.0,9276804.0,1146014.0,
126-20-000026,Comprehensive developmental works in Canarabank colony in ward no 126 Maruthi Mandira,KRIDL BHUSIRI  ACCOU,40.0,4197252.0,3665950.0,531302.0,
139-19-000035,Comprensive development works at N T pete slum in ward no-139,KRIDL (WEST),322.0,2499836.0,2199856.0,299980.0,
198-16-000020,Compreshensive Development of Biyappanapalya Kunte in ward no 198,Mahesh H.S7892250765,BR - 000010 / 29-Jul-2017CBR - 004703 / 09-Aug-2017Rtgs - 000180 / 11-Aug-2017,9095640.0,8302670.0,792970.0,
096-18-000020,Concrete Damage Position Patch Work In Ward No-96.,S.H.Purushotham,44,768669.0,690293.0,78376.0,
153-18-000045,Concreting of conservancies in basavanagudi in ward no 153,SIDDEGOWDA.D,62.0,2436400.0,2320094.0,116306.0,
181-18-000031,"Concreting to bad reaches in Ward No. 181, Kumarswamy Layout.",TECHNICAL MANAGER (3) KRIDL,15,4950250.0,4376660.0,573590.0,
153-18-000036,Concreting to conservancies in btb area in ward no 153,SUNIL J             ,107.0,4673950.0,4420798.0,253152.0,
099-18-000051,Consrtuction of Health center building Near Indiranagar Slum Rajajinagar in ward no.99,A RAJA              ,148.0,1894049.0,1674290.0,219759.0,
151-17-000080,Constrcution of Dr. B.R.Ambedkar Bhavana Building in Siddartha colony in ward No.151 Koramangala,T  GOPINATH REDDY,209.0,8349100.0,7564417.0,784683.0,
167-21-000033,Constrcution of Gangmen shed at 2nd main 6th Bolck Jayanagar in ward no 167,SATISH R,78,1041778.0,962046.0,79732.0,
167-19-000032,"Constrcution of foundtaion pedastals and fixing of Brass statues of Rashtra Kavi Kuvempu , Dr Parbathamma Rajkumar and VD Savarakar in ward no 167",S MANJUNATH,86,1931978.0,1753999.0,177979.0,
167-19-000032,"Constrcution of foundtaion pedastals and fixing of Brass statues of Rashtra Kavi Kuvempu , Dr Parbathamma Rajkumar and VD Savarakar in ward no 167",S MANJUNATH,96,1213194.0,1101900.0,111294.0,
148-17-000052,Constrcution of office Building in NGV ward No.148 (Ejipura),Sri. N Narasimha,41,3091924.0,2797186.0,294738.0,
137-19-000014,Constructiion of Dialysis Centre Building in Rayapuram ward no 137,C N S Murthy,7.0,11143681.0,10681731.0,461950.0,
013-18-000070,Construction Compound Wall And Other Development Works at Shettyhalli Sub Division Office in Mallasandra ward No 13,"Sri. Gnanedra murthy.M.D,       ",37.0,4607890.0,4152366.0,455524.0,
153-20-000104,Construction Dharmashala building at SDS TRC and Rajiv Gandhi Institute of Chest diseases in wad no 153,K J RAMA REDDY,2.0,35151285.0,31657327.0,3493958.0,
030-18-000038,Construction Multipurpose building at EWS Quarters premisses 1st Main Vinobhanagara in ward no 30,VRUSHAB INFRASTRUCTU,41,6513727.0,6225053.0,288674.0,
030-18-000038,Construction Multipurpose building at EWS Quarters premisses 1st Main Vinobhanagara in ward no 30,VRUSHAB INFRASTRUCTU,84,10001966.0,9327677.0,674289.0,
196-20-000091,Construction RCC wall damaged portion 1st cross Bank Colony in ward no 196,Puttaraju A7899034115,BR - 000026 / 28-Jun-2021CBR - / Rtgs - 000156 / 13-Aug-2021,492800.0,464200.0,28600.0,
103-20-000052,Construction Sri Krishna Prarthana Mandira in Ward No 103 Kaveripura,THIMMEGOWDA H M,246.0,4613092.0,4340681.0,272411.0,
103-20-000052,Construction Sri Krishna Prarthana Mandira in Ward No 103 Kaveripura,THIMMEGOWDA H M,36.0,4526996.0,4107068.0,419928.0,
098-18-000083,Construction Supervision Project Management and Quality Control for The Works in ward no 98 (1 Work),CIVIL SHINE ENGINEER,152.0,143000.0,128700.0,14300.0,
159-19-000006,Construction Supervision Project management and Quality control (PMC) for works in Ward No-159 Kengeri Division,M/S Newzen Consultants Bangalore,67.0,498000.0,448200.0,49800.0,
159-19-000006,Construction Supervision Project management and Quality control (PMC) for works in Ward No-159 Kengeri Division,M/S Newzen Consultants Bangalore,,498000.0,0.0,0.0,
159-19-000006,Construction Supervision Project management and Quality control (PMC) for works in Ward No-159 Kengeri Division,M/S Newzen Consultants Bangalore,,498000.0,0.0,0.0,
130-19-000015,Construction Supervision Project management and quality control (PMC) for works in Ward No-130 Kengeri Division,M/S NEWZEN CONSULTANTS BANGALORE,98.0,498000.0,448200.0,49800.0,
198-19-000003,Construction Supervision Project management and quality control (PMC) for works in Ward No-198 Kengeri Division,M/S Newzen Consultants Bangalore8792620231,BR - 000068 / 11-Jun-2019CBR - / Rtgs - 000212 / 27-Sep-2021,498000.0,448200.0,49800.0,
005-20-000098,"Construction Supervision, Project Management and Quality Control (P.M.C) for the work in Ward No.05",NEWZEN CONSULTANTS B,5.0,496000.0,446400.0,49600.0,
005-20-000094,"Construction Supervision, Project Management and Quality Control (P.M.C) for the work in Ward No.05",NEWZEN CONSULTANTS B,6.0,497000.0,447300.0,49700.0,
086-19-000023,"Construction and providing water purifieed plant at Ananda Nagar, Ramanjaneya layout of Marathahalli ward no 86",MANJU K,201.0,2660626.0,2401581.0,259045.0,
175-19-000032,Construction and repairs to BBMP building in ward No. 175,NAVEEN J,213.0,991527.0,900696.0,90831.0,
147-18-000061,Construction compound wall of cermatorium and other work at 8th block koramangala in Adugodi ward no. 147,N Narasimha,120.0,1690262.0,1518865.0,171397.0,
163-17-000052,Construction o f BBMP Office building (Multipurpose Building) in ward no 163,R VELAYUTHAM,142.0,18201440.0,16292325.0,1909115.0,
184-18-000015,Construction of 02 Nos water storage Tank in ward no 184 Uttarahalli,Sri Prakash9845752097,BR - 000364 / 31-Dec-2018CBR - 003390 / 11-Dec-2020Rtgs - 000233 / 16-Dec-2020,387600.0,340628.0,46972.0,
164-18-000002,Construction of 1st floor building in BBMP Health center in Vidyapeeta Circle at ward no 164,M/S Sree Kanteshwara Electricals (Chandrashekar Srekanta),99,2313396.0,2181700.0,131696.0,
164-18-000002,Construction of 1st floor building in BBMP Health center in Vidyapeeta Circle at ward no 164,G.UMAPATHI,44,1742800.0,1618120.0,124680.0,
164-18-000002,Construction of 1st floor building in BBMP Health center in Vidyapeeta Circle at ward no 164,G.UMAPATHI,108,1402400.0,1260737.0,141663.0,
164-18-000002,Construction of 1st floor building in BBMP Health center in Vidyapeeta Circle at ward no 164,G.UMAPATHI,41,3570700.0,3407030.0,163670.0,
085-17-000008,Construction of 1st floor building on existing ground floor ward office in ward no.85,B N PRAKASH,99.0,2305135.0,2050760.0,254375.0,
043-19-000016,Construction of 2nd and 3rd floor sumudhaya bhavan at FTI Quarters in ward no 43 Nandini layout,kridl,193.0,5947856.0,5262203.0,685653.0,
198-18-000018,Construction of 4 Nos. R.O. Plants in ward No. 198,M/S.KRIDL8904904737,BR - 000299 / 28-Dec-2017CBR - 008824 / 03-Jan-2018Rtgs - 000353 / 05-Jan-2018,8813040.0,8041285.0,771755.0,
135-20-000005,Construction of 4th Floor building and other interior works to BBMP Girls collage building at Padarayanapura in ward No 135,SOMASHEKAR GANGADARA,155,10631099.0,10157851.0,473248.0,
138-21-000005,Construction of ABC Building-1 at Ward no 138,YOGESH KUMAR M R    ,73.0,2779392.0,2654460.0,124932.0,
138-21-000005,Construction of ABC Building-1 at Ward no 138,YOGESH KUMAR M R    ,1.0,1692768.0,1617768.0,75000.0,
138-21-000006,Construction of ABC Building-2 at Ward no 138,YOGESH KUMAR M R    ,2.0,1951936.0,1864906.0,87030.0,
138-21-000006,Construction of ABC Building-2 at Ward no 138,YOGESH KUMAR M R    ,74.0,4794384.0,4576670.0,217714.0,
045-20-000022,Construction of Additional Floor for Block-A and Block-B in Byrahanumaiah Slum in ward no 45,SAITRISHA INFRAENGIN,,7212648.0,0.0,0.0,
125-20-000069,Construction of Additional rooms at Marenahalli old ward office 16th main MC Layout in ward no 125,CHINMAYE CONSTRUCTIO,1,4924996.0,4497030.0,427966.0,
169-20-000035,"Construction of Additional shops, providing spider fittings on the ramps and other improvement works in new Jayanagara shopping complex in Byrasandra ward no 169",R VELAYUTHAM,80.0,10636704.0,9499444.0,1137260.0,
078-20-000006,Construction of Additional works to EWS Quarters and Tailoring Center at Sulthanji Gunta and Dhankoti Lane in ward no 78 Pulikeshinagar,LOKESHA.S.T,86.0,5772262.0,5531161.0,241101.0,
074-18-000024,Construction of Ambedkar Bhavan 2nd floor in ward no 74,BENAKA DEVELOPERS AN,10.0,2594279.0,2452570.0,141709.0,
044-19-000023,Construction of Ambedkar Bhavana at Ashokapuram in ward no.44 Marappanapalya.,B S DHANANJAYA,1.0,10362305.0,7456853.0,2905452.0,
044-19-000023,Construction of Ambedkar Bhavana at Ashokapuram in ward no.44 Marappanapalya.,B S DHANANJAYA,294.0,7394993.0,7069596.0,325397.0,
044-19-000023,Construction of Ambedkar Bhavana at Ashokapuram in ward no.44 Marappanapalya.,B S DHANANJAYA,197.0,14409760.0,13694136.0,715624.0,
044-19-000023,Construction of Ambedkar Bhavana at Ashokapuram in ward no.44 Marappanapalya.,B S DHANANJAYA,328.0,16602675.0,15904302.0,698373.0,
120-17-000048,Construction of Angnawadi building at F streetof 1st cross K. P Agrahara in ward no120,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,111.0,1436702.0,1270960.0,165742.0,
044-18-000026,Construction of Arch at Krishnandanagara in ward no.44 Marappanapalya,KRIDL BHUSIRI  ACCOU,305.0,1497493.0,1313614.0,183879.0,
044-18-000027,Construction of Arch at Srikanteshwaranagara in ward no.44 Marappanapalya,kridl,458.0,1499536.0,1325344.0,174192.0,
044-18-000025,Construction of Arch at Vijayanandanagara in ward no.44 Marappanapalya,kridl,457.0,1499915.0,1326357.0,173558.0,
089-18-000014,Construction of Arch at âGâ street Jougupalya entrance in ward no. 89 Jougupalya ,K SEETHARAM,38.0,598950.0,566010.0,32940.0,
044-18-000042,Construction of Arch to Nanjundeshwaranagara in ward no.44 Marappanapalya.,kridl,443.0,1498670.0,1320981.0,177689.0,
050-18-000048,Construction of Arch with Granite Cladding at Channasandra in ward no 50,Mr. VENKATESH  G,11,992428.0,893651.0,98777.0,
011-20-000027,Construction of Auditirum at Singapura Paradise in Ward No 11 Kuvempunagara Vidyaranyapura Sub Division,C BRAHAMA NANDHA RED,182.0,882900.0,840444.0,42456.0,
126-21-000004,Construction of Auditorium Building and Other Developmental work in Canarabank Colony and surrounding area in ward no 126,DHRUVIT CONSTRUCTION,56.0,3446318.0,3293430.0,152888.0,
126-21-000004,Construction of Auditorium Building and Other Developmental work in Canarabank Colony and surrounding area in ward no 126,DHRUVIT CONSTRUCTION,13.0,6467072.0,5864726.0,602346.0,
094-17-000051,"Construction of Auditorium at Nehrunagar in ward no 94, Gandhinagar",BENAKA DEVELOPERS AN,48.0,4882537.0,4587678.0,294859.0,
094-17-000051,"Construction of Auditorium at Nehrunagar in ward no 94, Gandhinagar",BENAKA DEVELOPERS AN,135.0,3806004.0,3658368.0,147636.0,
011-20-000026,Construction of BBMP Help Point at Ramachandrapura in Ward No 11 Kuvempunagara Vidyaranyapura Sub Division,C BRAHAMA NANDHA RED,21.0,887902.0,848900.0,39002.0,
177-17-000007,Construction of BBMP Office Building and other developments works in J P Nagar 2nd and 3rd phase ward no 177,Executive Engineer -1- KRIDL,43.0,9070461.0,7819050.0,1251411.0,
159-18-000005,Construction of BBMP Office complex at Kengeri Upnagar in ward no 159,PROFESSIONAL GLOBAL ,341.0,5849447.0,5212692.0,636755.0,
128-18-000052,Construction of BBMP Quarters Building at Garden Vilas in Ward No. 128,SRI KALA BYRAVESHWARA CIVIL WORK CONTRAC,7.0,761378.0,720685.0,40693.0,
128-18-000052,Construction of BBMP Quarters Building at Garden Vilas in Ward No. 128,SRI KALA BYRAVESHWARA CIVIL WORK CONTRAC,48.0,704003.0,590092.0,113911.0,
140-18-000043,Construction of BBMP Shishuvihara Building at NanjambaAgrahara in Ward No-140,"C,Devaraju",279.0,4187600.0,3738888.0,448712.0,
104-18-000029,Construction of BBMP building for Tailoring and Knitting centre at corporation colony at 5th cross in ward no 104 Govindarajanagara,Technical Manager West KRIDL,117.0,2990719.0,2639085.0,351634.0,
153-20-000122,Construction of Balance works of Retaining wall at Byrasandra lake in ward no 153 Jayanagar,AWIKA CONSTRUCTIONS,53.0,4922000.0,4728708.0,193292.0,
068-18-000043,Construction of Bangalore one building in ward no 68,SHREE KRUPANIDHI CON,340.0,1348445.0,1260042.0,88403.0,
067-18-000017,Construction of Basaveshwara statue in Mahalakshmi layout constituency,kridl,83.0,3493393.0,3077805.0,415588.0,
043-19-000018,Construction of Bayalu Rangamandira 1st floor and Alied works at Jaimaruthinagara in ward no 43 Nandini layout,kridl,366.0,5451561.0,4771430.0,680131.0,
013-17-000022,Construction of Bengalore one office and tax office multipurpose building in ward no 13 in Shettyhalli Sub division,BENAKA DEVELOPERS AN,22.0,384499.0,365713.0,18786.0,
135-20-000006,Construction of Block works and plastering works to BBMP Girls collage building Padarayanapuara in Ward No 135,Somashekar G.,44,10400317.0,9920960.0,479357.0,
126-20-000004,Construction of Buliding for Genetic Medicine centre ward no 126 Maruthimandira,NARASIMHA MURTHY R,46.0,2457238.0,2328057.0,129181.0,
191-18-000007,Construction of Bus Shelter in Kudlu Village Surroundings area at ward no 191 Singasandra,M/s KRIDL9900294676,BR - 000232 / 17-Sep-2018CBR - 006469 / 10-Oct-2018Rtgs - 000226 / 11-Oct-2018,3395200.0,2982700.0,412500.0,
191-18-000007,Construction of Bus Shelter in Kudlu Village Surroundings area at ward no 191 Singasandra,M/s KRIDL9900294676,BR - 000431 / 11-Mar-2019CBR - 009978 / 26-Mar-2019Rtgs - 000386 / 26-Mar-2019,1601138.0,1368411.0,232727.0,
198-14-000089,Construction of Bus Shelter in Mail sandra Bus stand in Ward No..198 ,"Technical Manager (WEST) Karnataka Rural Infrastructure Development Ltd.,8904904737",BR - 000129 / 31-Aug-2015CBR - 003466 / 24-Jun-2017Rtgs - 000130 / 30-Jun-2017,587056.0,537106.0,49950.0,
198-14-000087,Construction of Bus Shelter in Srinivasapura Bus stand in Ward No..198 ,The Technical manager (West) KRIDL1234567898,BR - 000339 / 24-Feb-2016CBR - 005421 / 06-Sep-2017Rtgs - 000209 / 07-Sep-2017,596007.0,548548.0,47459.0,
198-14-000085,Construction of Bus Shelter in Vajarahalli Bus stand in Ward No..198,The Technical Manager(West) KRIDL1234567897,BR - 000338 / 24-Feb-2016CBR - 005420 / 06-Sep-2017Rtgs - 000209 / 07-Sep-2017,596007.0,548548.0,47459.0,
198-14-000005,Construction of Bus shetter in Judicial Layout of ward no 198,KRIDL9845235523,BR - 000006 / 22-Apr-2015CBR - 000523 / 19-Apr-2017Rtgs - 000025 / 21-Apr-2017,675521.0,578288.0,97233.0,
102-19-000048,Construction of CTV and Control room in ward No.102,RAJANNA             ,246.0,9982510.0,9124335.0,858175.0,
166-20-000005,Construction of Community Hall at A.K. Colony in Ward No 166,AGV COMBINES CONSTRU,96.0,1512800.0,1345392.0,167408.0,
111-13-000030,Construction of Community Hall at Austin town in ward no 111 shanthalanagara,M/s KBR INFRATECH LTD ,140,3254930.0,3073985.0,180945.0,
111-13-000030,Construction of Community Hall at Austin town in ward no 111 shanthalanagara,M/s KBR INFRATECH LTD ,29,4316840.0,4053470.0,263370.0,
111-13-000030,Construction of Community Hall at Austin town in ward no 111 shanthalanagara,M/s KBR INFRATECH LTD ,93,3570070.0,3339565.0,230505.0,
111-13-000030,Construction of Community Hall at Austin town in ward no 111 shanthalanagara,M/s KBR INFRATECH LTD ,87,8818510.0,8323065.0,495445.0,
047-18-000015,Construction of Community Hall at Tippu Mohalla in ward no 47 D.J Halli,Tulasi Ram Reddy,166.0,1950319.0,1860647.0,89672.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,30.0,178710.0,173165.0,5545.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,95.0,7797150.0,7312760.0,484390.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,118.0,1382690.0,1289665.0,93025.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,138.0,3595650.0,3346240.0,249410.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,86.0,13382240.0,12601680.0,780560.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,68.0,10489060.0,9873520.0,615540.0,
089-17-000038,Construction of Community hall at Jogupalya in ward no 89,KBR INFRATECH LIMITE,77.0,7794190.0,7324745.0,469445.0,
020-18-000025,Construction of Community hall in SV Layout in ward no 20 Ganganagara,U.Ramesh,108.0,2556124.0,2485626.0,70498.0,
020-18-000025,Construction of Community hall in SV Layout in ward no 20 Ganganagara,U.Ramesh,274.0,1785727.0,1703950.0,81777.0,
078-18-000050,"Construction of Compound Wall Behind Police Quaters at Veeranna Garden in Ward No.78, Pulikeshinagar ",V. Devanand,219.0,1356096.0,1275931.0,80165.0,
104-19-000003,Construction of Compound and other allied works around Palike soudha in ward no 104,KRIDL,198.0,4949500.0,3912830.0,1036670.0,
008-19-000145,Construction of Compound to Division office Building in ward no 08 Kodigehalli,SIVAKUMARAA N,156.0,2308700.0,2198600.0,110100.0,
191-18-000008,Construction of Compound wall and Development of Kudlu village Community Hall Surrounding area in ward no 191,M/s KRIDL9900294676,BR - 000113 / 23-Jul-2019CBR - 004214 / 02-Aug-2019Rtgs - 000143 / 05-Aug-2019,2999760.0,2587404.0,412356.0,
